Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,40.7661397416806,34.9268648116195,31.8348108510858,33.8929726986092,34.825040164201,38.1771562134119,34.1520126219521,30.8003611618771,32.6040710093919,23.0165618959946,26.6026039782648,29.9468705202351,28.3389822463275,25.3595869913171,21.5388184142326,13.0300594635573,11.1615579117458,13.5394624768111,16.2911609453974,14.5084244384971,10.5957303632833,15.2784667126988,..,..,..,..
Qatar,QAT,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.795,3.79,3.799,3.792,3.797,3.868,4.251,2.697,1.669,1.744,2.699,3.226,2.713,1.526,1.033,0.873,0.718,0.629,0.453,0.399,0.514,0.439,0.38,0.378,0.38,0.394
Qatar,QAT,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,3.89,..,..,2.64,1.69,1.92,2.7,3.32,2.82,1.63,1.03,0.85,0.7,0.62,0.44,0.44,0.54,0.45,0.4,..,..,..
Qatar,QAT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,0.316,0.316,0.317,0.316,0.316,0.322,0.354,0.225,0.138,0.127,0.14,0.165,0.135,0.084,0.07,0.062,0.062,0.061,0.051,0.045,0.067,0.078,0.076,0.076,0.076,0.072
Qatar,QAT,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,1.05,..,..,0.22,0.14,0.14,0.14,0.17,0.14,0.09,0.07,0.06,0.06,0.06,0.05,0.05,0.07,0.08,0.08,..,..,..
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.52,0.31,0.31,0.45,0.56,0.48,0.28,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13,0.13,0.13,0.13
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,1.48,..,0.87,0.52,0.31,0.31,0.45,0.56,0.48,0.28,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13,..,..,..
